epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.932012677192688,0.0010000000474974513,0.17490322887897491,0.8907052278518677,0.26588404178619385
11,0.9321922063827515,0.0010000000474974513,0.17451220750808716,0.9097079038619995,0.23263530433177948
12,0.9405709505081177,0.00010000000474974513,0.14960208535194397,0.914251983165741,0.22575262188911438
13,0.9460769891738892,0.00010000000474974513,0.13817614316940308,0.9135438203811646,0.23150505125522614
14,0.9475133419036865,0.00010000000474974513,0.1349036544561386,0.9157273769378662,0.23435312509536743
15,0.9476330280303955,0.00010000000474974513,0.1328241378068924,0.9100619554519653,0.240841805934906
16,0.9495481252670288,1.0000000656873453e-05,0.12734472751617432,0.913012683391571,0.233320415019989
17,0.950326144695282,1.0000000656873453e-05,0.12702950835227966,0.9138388633728027,0.23226796090602875
18,0.9502663016319275,1.0000000656873453e-05,0.12490186840295792,0.9128356575965881,0.23735694587230682
19,0.9508049488067627,1.0000001111620804e-06,0.12540650367736816,0.9132487177848816,0.23583754897117615
