epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6147228479385376,0.0010000000474974513,0.7037619948387146,0.5724117159843445,0.6482812166213989
1,0.7884342074394226,0.0010000000474974513,0.42691928148269653,0.8081986904144287,0.5635338425636292
2,0.8918231725692749,0.0010000000474974513,0.2785840630531311,0.7902453541755676,0.6934981942176819
3,0.9041669964790344,0.0010000000474974513,0.24792708456516266,0.7989227771759033,0.5100942254066467
4,0.9095533490180969,0.0010000000474974513,0.23723644018173218,0.7989227771759033,0.5254352688789368
5,0.9159123301506042,0.0010000000474974513,0.2187764048576355,0.8348294496536255,0.4171983003616333
6,0.9192039966583252,0.0010000000474974513,0.2092825025320053,0.8447037935256958,0.39070239663124084
7,0.9220468401908875,0.0010000000474974513,0.2045522928237915,0.8429084420204163,0.4165094494819641
8,0.9231690168380737,0.0010000000474974513,0.19711484014987946,0.8438060879707336,0.4129912257194519
9,0.9264606833457947,0.0010000000474974513,0.19132032990455627,0.8470975756645203,0.3835965096950531
10,0.9306501150131226,0.0010000000474974513,0.1801304817199707,0.8620586395263672,0.3958110213279724
11,0.9335677623748779,0.0010000000474974513,0.17361338436603546,0.8629562854766846,0.371471643447876
12,0.9346898794174194,0.0010000000474974513,0.17193110287189484,0.8761220574378967,0.34149691462516785
13,0.9364105463027954,0.0010000000474974513,0.16227774322032928,0.8662477731704712,0.4082995653152466
14,0.9345402717590332,0.0010000000474974513,0.16840288043022156,0.870137631893158,0.3573334515094757
15,0.9352883696556091,0.0010000000474974513,0.16388773918151855,0.8704368472099304,0.39024484157562256
16,0.9453878998756409,0.00010000000474974513,0.13991165161132812,0.8761220574378967,0.357076495885849
17,0.9495025277137756,0.00010000000474974513,0.12794707715511322,0.8791143298149109,0.36049190163612366
18,0.9524201154708862,0.00010000000474974513,0.12322685122489929,0.8785158395767212,0.36436599493026733
19,0.9511483311653137,1.0000000656873453e-05,0.12216956168413162,0.8770197629928589,0.3632153868675232
