epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6543754935264587,0.0010000000474974513,0.6247757077217102,0.8328840732574463,0.38512906432151794
1,0.8414360284805298,0.0010000000474974513,0.35286033153533936,0.8897873759269714,0.2941104769706726
2,0.8661181926727295,0.0010000000474974513,0.3127858340740204,0.9008685350418091,0.24295812845230103
3,0.8803290724754333,0.0010000000474974513,0.2858816087245941,0.9275231957435608,0.18644393980503082
4,0.8893043994903564,0.0010000000474974513,0.2675033211708069,0.9299191236495972,0.18358276784420013
5,0.8999252319335938,0.0010000000474974513,0.24950963258743286,0.9290206432342529,0.17600198090076447
6,0.9036649465560913,0.0010000000474974513,0.24404412508010864,0.9302186369895935,0.18721675872802734
7,0.9071802496910095,0.0010000000474974513,0.22945871949195862,0.9356094598770142,0.16587089002132416
8,0.9186238050460815,0.0010000000474974513,0.21007075905799866,0.9389038681983948,0.1663319319486618
9,0.9138369560241699,0.0010000000474974513,0.2107049524784088,0.932015597820282,0.17053958773612976
10,0.917801022529602,0.0010000000474974513,0.20176716148853302,0.9335130453109741,0.1757465898990631
11,0.9324607253074646,0.00010000000474974513,0.17208720743656158,0.9323150515556335,0.17242836952209473
12,0.9375467300415039,0.00010000000474974513,0.16362839937210083,0.9332135319709778,0.17223216593265533
13,0.9384442567825317,0.00010000000474974513,0.1578706055879593,0.9314165711402893,0.17820362746715546
14,0.9391922354698181,1.0000000656873453e-05,0.15202975273132324,0.9332135319709778,0.17614100873470306
15,0.9416604042053223,1.0000000656873453e-05,0.1489691585302353,0.9329140186309814,0.17569822072982788
16,0.9398653507232666,1.0000000656873453e-05,0.15357685089111328,0.9329140186309814,0.17469817399978638
17,0.9404637217521667,1.0000001111620804e-06,0.15111181139945984,0.9323150515556335,0.1746937483549118
18,0.9423335790634155,1.0000001111620804e-06,0.14798642694950104,0.9329140186309814,0.17481493949890137
19,0.9403141140937805,1.0000001111620804e-06,0.14920733869075775,0.9332135319709778,0.17488956451416016
