epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6305356025695801,0.0010000000474974513,0.6945075392723083,0.5004489421844482,0.7585652470588684
1,0.7903949618339539,0.0010000000474974513,0.4350770115852356,0.7291229963302612,0.590304434299469
2,0.8769449591636658,0.0010000000474974513,0.29788121581077576,0.7677342295646667,0.5647072792053223
3,0.8978157043457031,0.0010000000474974513,0.26157617568969727,0.68901526927948,0.9537717700004578
4,0.9064183235168457,0.0010000000474974513,0.24449844658374786,0.7123615741729736,0.8521395921707153
5,0.916965901851654,0.0010000000474974513,0.21985429525375366,0.7761149406433105,0.613374650478363
6,0.9251196980476379,0.00010000000474974513,0.1960923820734024,0.8386710286140442,0.4219897985458374
7,0.9275882840156555,0.00010000000474974513,0.18984508514404297,0.8365758657455444,0.43258166313171387
8,0.9296828508377075,0.00010000000474974513,0.18604786694049835,0.8428614139556885,0.410104900598526
9,0.9307301044464111,0.00010000000474974513,0.18333721160888672,0.8335827589035034,0.44550609588623047
10,0.9309545159339905,0.00010000000474974513,0.1824876070022583,0.8392696976661682,0.4259873330593109
11,0.9307301044464111,0.00010000000474974513,0.1811261922121048,0.8204130530357361,0.47906094789505005
12,0.9329742789268494,1.0000000656873453e-05,0.17380845546722412,0.8428614139556885,0.4187666177749634
13,0.9338719248771667,1.0000000656873453e-05,0.17327851057052612,0.8437593579292297,0.4256846606731415
14,0.9351436495780945,1.0000000656873453e-05,0.17287519574165344,0.844357967376709,0.4222484827041626
15,0.9343207478523254,1.0000001111620804e-06,0.1716676652431488,0.844657301902771,0.4206980764865875
16,0.9350688457489014,1.0000001111620804e-06,0.1706170290708542,0.8440586924552917,0.4217003881931305
17,0.9333482980728149,1.0000001111620804e-06,0.1703283041715622,0.8440586924552917,0.42089709639549255
18,0.9360412955284119,1.000000082740371e-07,0.1695108711719513,0.8440586924552917,0.42096468806266785
19,0.9358916878700256,1.000000082740371e-07,0.16933371126651764,0.8440586924552917,0.4212101399898529
