epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6050325632095337,0.0010000000474974513,0.7106698751449585,0.6019070148468018,0.649085521697998
1,0.7631992697715759,0.0010000000474974513,0.4655607342720032,0.8706793785095215,0.30398058891296387
2,0.8682693243026733,0.0010000000474974513,0.30646035075187683,0.8876639008522034,0.28976425528526306
3,0.889313280582428,0.0010000000474974513,0.27265968918800354,0.8933253884315491,0.2721920907497406
4,0.8959035277366638,0.0010000000474974513,0.25883159041404724,0.8823003768920898,0.30201995372772217
5,0.9013704657554626,0.0010000000474974513,0.2460641711950302,0.9109058380126953,0.24667784571647644
6,0.9078109860420227,0.0010000000474974513,0.23462218046188354,0.9052443504333496,0.259330689907074
7,0.9135774970054626,0.0010000000474974513,0.22046658396720886,0.9120977520942688,0.23012489080429077
8,0.9182955026626587,0.0010000000474974513,0.21498854458332062,0.8983909487724304,0.2550501823425293
9,0.9168726205825806,0.0010000000474974513,0.20762689411640167,0.9132896065711975,0.22233062982559204
10,0.9183704257011414,0.0010000000474974513,0.20694328844547272,0.9201430082321167,0.2132614403963089
11,0.9244364500045776,0.0010000000474974513,0.1918921023607254,0.8909416198730469,0.2769763171672821
12,0.9248108863830566,0.0010000000474974513,0.18922202289104462,0.9100119471549988,0.23022544384002686
13,0.9282557964324951,0.0010000000474974513,0.18283645808696747,0.918653130531311,0.2136802226305008
14,0.936942994594574,0.00010000000474974513,0.16228599846363068,0.910309910774231,0.23790504038333893
15,0.9367183446884155,0.00010000000474974513,0.15610216557979584,0.9106078743934631,0.2341109812259674
16,0.9397138953208923,0.00010000000474974513,0.15197663009166718,0.9073301553726196,0.24241852760314941
17,0.9439077377319336,1.0000000656873453e-05,0.14728952944278717,0.9094159603118896,0.24062936007976532
18,0.9435333013534546,1.0000000656873453e-05,0.14545938372612,0.9070321917533875,0.24684323370456696
19,0.9429341554641724,1.0000000656873453e-05,0.1467922478914261,0.9082241058349609,0.24030108749866486
